Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en España	2022M08	321.902
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en España	2022M07	334.995
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en el Extranjero	2022M12	133.820
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en el Extranjero	2022M11	160.002
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en el Extranjero	2022M10	356.494
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en el Extranjero	2022M09	395.299
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en el Extranjero	2022M08	343.423
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en el Extranjero	2022M07	351.335
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 		2022M12	780.093
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 		2022M11	951.880
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 		2022M10	1.914.915
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 		2022M09	2.155.199
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 		2022M08	2.672.820
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 		2022M07	2.529.662
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en España	2022M12	325.403
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en España	2022M11	312.872
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en España	2022M10	409.627
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en España	2022M09	572.890
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en España	2022M08	1.054.152
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en España	2022M07	954.203
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	454.689
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	639.008
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	1.505.288
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	1.582.309
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	1.618.668
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	1.575.458
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 		2022M12	242.998
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 		2022M11	271.748
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 		2022M10	330.034
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 		2022M09	324.963
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 		2022M08	308.841
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 		2022M07	262.989
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en España	2022M12	142.195
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en España	2022M11	159.021
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en España	2022M10	163.745
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en España	2022M09	164.561
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en España	2022M08	147.417
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en España	2022M07	138.999
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en el Extranjero	2022M12	100.802
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en el Extranjero	2022M11	112.726
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en el Extranjero	2022M10	166.288
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en el Extranjero	2022M09	160.402
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en el Extranjero	2022M08	161.425
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en el Extranjero	2022M07	123.990
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 		2022M12	484.304
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 		2022M11	560.705
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 		2022M10	663.795
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 		2022M09	635.577
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 		2022M08	617.433
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 		2022M07	502.287
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en España	2022M12	261.724
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en España	2022M11	293.812
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en España	2022M10	295.621
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en España	2022M09	278.099
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en España	2022M08	253.516
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en España	2022M07	225.997
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	222.580
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	266.893
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	368.174
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	357.478
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	363.917
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	276.290
Total Nacional	02 Aragón		Viajero	Total 		2022M12	190.127
Total Nacional	02 Aragón		Viajero	Total 		2022M11	164.903
Total Nacional	02 Aragón		Viajero	Total 		2022M10	247.503
Total Nacional	02 Aragón		Viajero	Total 		2022M09	261.142
Total Nacional	02 Aragón		Viajero	Total 		2022M08	340.668
Total Nacional	02 Aragón		Viajero	Total 		2022M07	281.784
Total Nacional	02 Aragón		Viajero	Total 	Residentes en España	2022M12	163.226
Total Nacional	02 Aragón		Viajero	Total 	Residentes en España	2022M11	136.409
Total Nacional	02 Aragón		Viajero	Total 	Residentes en España	2022M10	198.129
Total Nacional	02 Aragón		Viajero	Total 	Residentes en España	2022M09	195.777
Total Nacional	02 Aragón		Viajero	Total 	Residentes en España	2022M08	260.126
Total Nacional	02 Aragón		Viajero	Total 	Residentes en España	2022M07	215.248
Total Nacional	02 Aragón		Viajero	Total 	Residentes en el Extranjero	2022M12	26.902
Total Nacional	02 Aragón		Viajero	Total 	Residentes en el Extranjero	2022M11	28.495
Total Nacional	02 Aragón		Viajero	Total 	Residentes en el Extranjero	2022M10	49.374
Total Nacional	02 Aragón		Viajero	Total 	Residentes en el Extranjero	2022M09	65.365
Total Nacional	02 Aragón		Viajero	Total 	Residentes en el Extranjero	2022M08	80.542
Total Nacional	02 Aragón		Viajero	Total 	Residentes en el Extranjero	2022M07	66.536
Total Nacional	02 Aragón		Pernoctaciones	Total 		2022M12	376.115
Total Nacional	02 Aragón		Pernoctaciones	Total 		2022M11	316.358
Total Nacional	02 Aragón		Pernoctaciones	Total 		2022M10	487.491
Total Nacional	02 Aragón		Pernoctaciones	Total 		2022M09	510.195
Total Nacional	02 Aragón		Pernoctaciones	Total 		2022M08	721.285
Total Nacional	02 Aragón		Pernoctaciones	Total 		2022M07	575.112
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en España	2022M12	320.577
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en España	2022M11	254.493
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en España	2022M10	388.260
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en España	2022M09	378.690
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en España	2022M08	569.441
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en España	2022M07	442.823
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	55.538
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	61.865
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	99.231
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	131.505
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	151.845
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	132.289
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 		2022M12	55.353
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 		2022M11	27.475
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 		2022M10	59.414
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 		2022M09	81.992
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 		2022M08	127.636
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 		2022M07	110.610
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en España	2022M12	50.705
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en España	2022M11	23.507
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en España	2022M10	47.588
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en España	2022M09	60.299
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en España	2022M08	103.481
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en España	2022M07	86.845
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en el Extranjero	2022M12	4.647
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en el Extranjero	2022M11	3.968
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en el Extranjero	2022M10	11.826
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en el Extranjero	2022M09	21.693
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en el Extranjero	2022M08	24.154
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en el Extranjero	2022M07	23.766
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 		2022M12	137.085
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 		2022M11	58.555
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 		2022M10	130.243
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 		2022M09	175.694
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 		2022M08	335.861
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 		2022M07	260.003
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en España	2022M12	124.875
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en España	2022M11	49.464
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en España	2022M10	106.538
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en España	2022M09	130.880
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en España	2022M08	283.161
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en España	2022M07	208.238
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	12.211
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	9.090
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	23.705
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	44.814
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	52.700
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	51.765
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 		2022M12	28.025
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 		2022M11	28.492
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 		2022M10	44.616
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 		2022M09	43.228
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 		2022M08	54.960
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 		2022M07	39.349
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en España	2022M12	26.117
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en España	2022M11	25.098
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en España	2022M10	39.289
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en España	2022M09	36.676
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en España	2022M08	49.383
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en España	2022M07	34.592
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en el Extranjero	2022M12	1.909
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en el Extranjero	2022M11	3.394
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en el Extranjero	2022M10	5.327
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en el Extranjero	2022M09	6.552
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en el Extranjero	2022M08	5.577
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en el Extranjero	2022M07	4.757
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 		2022M12	54.898
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 		2022M11	54.748
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 		2022M10	86.374
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 		2022M09	81.674
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 		2022M08	110.790
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 		2022M07	76.648
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en España	2022M12	50.750
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en España	2022M11	47.143
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en España	2022M10	75.960
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en España	2022M09	68.590
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en España	2022M08	100.542
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en España	2022M07	67.611
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	4.148
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	7.604
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	10.414
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	13.084
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	10.248
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	9.037
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 		2022M12	106.750
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 		2022M11	108.936
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 		2022M10	143.472
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 		2022M09	135.922
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 		2022M08	158.072
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 		2022M07	131.825
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en España	2022M12	86.404
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en España	2022M11	87.803
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en España	2022M10	111.251
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en España	2022M09	98.802
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en España	2022M08	107.262
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en España	2022M07	93.812
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en el Extranjero	2022M12	20.346
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en el Extranjero	2022M11	21.133
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en el Extranjero	2022M10	32.221
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en el Extranjero	2022M09	37.120
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en el Extranjero	2022M08	50.810
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en el Extranjero	2022M07	38.013
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 		2022M12	184.132
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 		2022M11	203.056
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 		2022M10	270.874
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 		2022M09	252.827
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 		2022M08	274.635
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 		2022M07	238.461
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en España	2022M12	144.951
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en España	2022M11	157.886
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en España	2022M10	205.763
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en España	2022M09	179.221
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en España	2022M08	185.738
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en España	2022M07	166.975
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	39.180
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	45.171
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	65.112
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	73.606
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	88.897
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	71.486
Total Nacional	03 Asturias, Principado de		Viajero	Total 		2022M12	85.895
Total Nacional	03 Asturias, Principado de		Viajero	Total 		2022M11	94.412
Total Nacional	03 Asturias, Principado de		Viajero	Total 		2022M10	161.014
Total Nacional	03 Asturias, Principado de		Viajero	Total 		2022M09	201.227
Total Nacional	03 Asturias, Principado de		Viajero	Total 		2022M08	274.811
Total Nacional	03 Asturias, Principado de		Viajero	Total 		2022M07	242.167
Total Nacional	03 Asturias, Principado de		Viajero	Total 	Residentes en España	2022M12	77.550
Total Nacional	03 Asturias, Principado de		Viajero	Total 	Residentes en España	2022M11	84.090
Total Nacional	03 Asturias, Principado de		Viajero	Total 	Residentes en España	2022M10	132.523
Total Nacional	03 Asturias, Principado de		Viajero	Total 	Residentes en España	2022M09	156.490
Total Nacional	03 Asturias, Principado de		Viajero	Total 	Residentes en España	2022M08	226.348
