Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en España	2022M05	216.312
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en España	2022M04	224.104
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en España	2022M03	167.811
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en España	2022M02	163.580
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en España	2022M01	88.951
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en el Extranjero	2022M06	352.500
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en el Extranjero	2022M05	374.336
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en el Extranjero	2022M04	317.492
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en el Extranjero	2022M03	192.994
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en el Extranjero	2022M02	124.117
Total Nacional	01 Andalucía	29 Málaga	Viajero	Total 	Residentes en el Extranjero	2022M01	91.950
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 		2022M06	2.161.308
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 		2022M05	2.025.618
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 		2022M04	1.815.329
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 		2022M03	1.153.222
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 		2022M02	783.064
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 		2022M01	487.481
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en España	2022M06	623.015
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en España	2022M05	511.654
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en España	2022M04	565.287
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en España	2022M03	403.973
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en España	2022M02	341.683
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en España	2022M01	173.183
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	1.538.293
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	1.513.964
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	1.250.042
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	749.249
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	441.381
Total Nacional	01 Andalucía	29 Málaga	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	314.297
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 		2022M06	313.214
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 		2022M05	323.040
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 		2022M04	299.106
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 		2022M03	259.122
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 		2022M02	216.198
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 		2022M01	170.167
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en España	2022M06	175.085
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en España	2022M05	160.761
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en España	2022M04	166.182
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en España	2022M03	151.606
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en España	2022M02	140.464
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en España	2022M01	112.980
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en el Extranjero	2022M06	138.129
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en el Extranjero	2022M05	162.280
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en el Extranjero	2022M04	132.923
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en el Extranjero	2022M03	107.515
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en el Extranjero	2022M02	75.734
Total Nacional	01 Andalucía	41 Sevilla	Viajero	Total 	Residentes en el Extranjero	2022M01	57.187
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 		2022M06	611.078
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 		2022M05	657.845
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 		2022M04	629.722
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 		2022M03	530.313
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 		2022M02	422.782
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 		2022M01	320.109
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en España	2022M06	296.052
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en España	2022M05	291.585
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en España	2022M04	316.411
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en España	2022M03	269.131
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en España	2022M02	242.311
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en España	2022M01	189.848
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	315.026
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	366.260
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	313.310
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	261.182
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	180.470
Total Nacional	01 Andalucía	41 Sevilla	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	130.261
Total Nacional	02 Aragón		Viajero	Total 		2022M06	234.944
Total Nacional	02 Aragón		Viajero	Total 		2022M05	209.307
Total Nacional	02 Aragón		Viajero	Total 		2022M04	244.498
Total Nacional	02 Aragón		Viajero	Total 		2022M03	187.773
Total Nacional	02 Aragón		Viajero	Total 		2022M02	181.090
Total Nacional	02 Aragón		Viajero	Total 		2022M01	154.769
Total Nacional	02 Aragón		Viajero	Total 	Residentes en España	2022M06	182.799
Total Nacional	02 Aragón		Viajero	Total 	Residentes en España	2022M05	160.870
Total Nacional	02 Aragón		Viajero	Total 	Residentes en España	2022M04	203.876
Total Nacional	02 Aragón		Viajero	Total 	Residentes en España	2022M03	159.485
Total Nacional	02 Aragón		Viajero	Total 	Residentes en España	2022M02	155.832
Total Nacional	02 Aragón		Viajero	Total 	Residentes en España	2022M01	136.971
Total Nacional	02 Aragón		Viajero	Total 	Residentes en el Extranjero	2022M06	52.145
Total Nacional	02 Aragón		Viajero	Total 	Residentes en el Extranjero	2022M05	48.437
Total Nacional	02 Aragón		Viajero	Total 	Residentes en el Extranjero	2022M04	40.622
Total Nacional	02 Aragón		Viajero	Total 	Residentes en el Extranjero	2022M03	28.288
Total Nacional	02 Aragón		Viajero	Total 	Residentes en el Extranjero	2022M02	25.259
Total Nacional	02 Aragón		Viajero	Total 	Residentes en el Extranjero	2022M01	17.798
Total Nacional	02 Aragón		Pernoctaciones	Total 		2022M06	450.059
Total Nacional	02 Aragón		Pernoctaciones	Total 		2022M05	402.932
Total Nacional	02 Aragón		Pernoctaciones	Total 		2022M04	487.295
Total Nacional	02 Aragón		Pernoctaciones	Total 		2022M03	403.810
Total Nacional	02 Aragón		Pernoctaciones	Total 		2022M02	386.089
Total Nacional	02 Aragón		Pernoctaciones	Total 		2022M01	332.029
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en España	2022M06	346.006
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en España	2022M05	303.138
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en España	2022M04	398.775
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en España	2022M03	335.333
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en España	2022M02	326.272
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en España	2022M01	294.783
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	104.053
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	99.794
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	88.519
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	68.477
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	59.818
Total Nacional	02 Aragón		Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	37.246
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 		2022M06	71.650
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 		2022M05	53.077
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 		2022M04	67.623
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 		2022M03	61.496
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 		2022M02	75.460
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 		2022M01	73.990
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en España	2022M06	53.713
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en España	2022M05	38.692
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en España	2022M04	58.675
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en España	2022M03	56.110
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en España	2022M02	67.726
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en España	2022M01	69.769
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en el Extranjero	2022M06	17.937
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en el Extranjero	2022M05	14.385
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en el Extranjero	2022M04	8.947
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en el Extranjero	2022M03	5.387
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en el Extranjero	2022M02	7.734
Total Nacional	02 Aragón	22 Huesca	Viajero	Total 	Residentes en el Extranjero	2022M01	4.220
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 		2022M06	154.541
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 		2022M05	107.930
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 		2022M04	151.518
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 		2022M03	164.933
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 		2022M02	201.910
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 		2022M01	189.159
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en España	2022M06	118.069
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en España	2022M05	77.848
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en España	2022M04	131.525
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en España	2022M03	147.058
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en España	2022M02	175.375
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en España	2022M01	178.048
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	36.472
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	30.082
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	19.993
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	17.874
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	26.535
Total Nacional	02 Aragón	22 Huesca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	11.111
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 		2022M06	37.915
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 		2022M05	35.361
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 		2022M04	44.560
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 		2022M03	26.821
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 		2022M02	25.755
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 		2022M01	21.630
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en España	2022M06	33.273
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en España	2022M05	30.250
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en España	2022M04	40.047
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en España	2022M03	23.764
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en España	2022M02	23.868
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en España	2022M01	19.732
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en el Extranjero	2022M06	4.643
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en el Extranjero	2022M05	5.111
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en el Extranjero	2022M04	4.512
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en el Extranjero	2022M03	3.057
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en el Extranjero	2022M02	1.887
Total Nacional	02 Aragón	44 Teruel	Viajero	Total 	Residentes en el Extranjero	2022M01	1.898
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 		2022M06	68.145
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 		2022M05	68.306
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 		2022M04	87.756
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 		2022M03	50.527
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 		2022M02	46.960
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 		2022M01	39.807
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en España	2022M06	59.551
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en España	2022M05	58.846
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en España	2022M04	77.981
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en España	2022M03	44.340
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en España	2022M02	43.498
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en España	2022M01	35.177
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	8.594
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	9.461
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	9.775
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	6.186
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	3.462
Total Nacional	02 Aragón	44 Teruel	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	4.630
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 		2022M06	125.379
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 		2022M05	120.869
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 		2022M04	132.315
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 		2022M03	99.455
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 		2022M02	79.875
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 		2022M01	59.149
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en España	2022M06	95.814
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en España	2022M05	91.928
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en España	2022M04	105.153
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en España	2022M03	79.611
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en España	2022M02	64.237
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en España	2022M01	47.469
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en el Extranjero	2022M06	29.565
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en el Extranjero	2022M05	28.941
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en el Extranjero	2022M04	27.162
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en el Extranjero	2022M03	19.844
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en el Extranjero	2022M02	15.637
Total Nacional	02 Aragón	50 Zaragoza	Viajero	Total 	Residentes en el Extranjero	2022M01	11.680
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 		2022M06	227.373
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 		2022M05	226.696
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 		2022M04	248.020
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 		2022M03	188.351
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 		2022M02	137.219
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 		2022M01	103.064
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en España	2022M06	168.386
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en España	2022M05	166.443
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en España	2022M04	189.269
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en España	2022M03	143.935
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en España	2022M02	107.399
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en España	2022M01	81.558
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	58.987
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	60.252
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	58.751
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	44.416
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	29.820
Total Nacional	02 Aragón	50 Zaragoza	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	21.506
Total Nacional	03 Asturias, Principado de		Viajero	Total 		2022M06	177.752
Total Nacional	03 Asturias, Principado de		Viajero	Total 		2022M05	143.685
Total Nacional	03 Asturias, Principado de		Viajero	Total 		2022M04	138.486
Total Nacional	03 Asturias, Principado de		Viajero	Total 		2022M03	84.443
Total Nacional	03 Asturias, Principado de		Viajero	Total 		2022M02	71.141
Total Nacional	03 Asturias, Principado de		Viajero	Total 		2022M01	55.447
Total Nacional	03 Asturias, Principado de		Viajero	Total 	Residentes en España	2022M06	138.932
Total Nacional	03 Asturias, Principado de		Viajero	Total 	Residentes en España	2022M05	110.048
Total Nacional	03 Asturias, Principado de		Viajero	Total 	Residentes en España	2022M04	118.092
Total Nacional	03 Asturias, Principado de		Viajero	Total 	Residentes en España	2022M03	75.718
Total Nacional	03 Asturias, Principado de		Viajero	Total 	Residentes en España	2022M02	65.177
Total Nacional	03 Asturias, Principado de		Viajero	Total 	Residentes en España	2022M01	50.991
